date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:38	39203/39203	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/crypto-transactions.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/crypto-transactions.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:39	41373/41373	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/crypto-history.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/crypto-history.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:40	45607/45607	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/crypto-trading.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/crypto-trading.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:40	40133/40133	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/crypto-initial-coin.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/crypto-initial-coin.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:41	52993/52993	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/crypto-ico-listing.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/crypto-ico-listing.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:41	52057/52057	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-product.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-product.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:42	46408/46408	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-product-details.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-product-details.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:42	44242/44242	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-order.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-order.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:43	69887/69887	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-checkout.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-checkout.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:43	41832/41832	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-cart.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-cart.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:44	48520/48520	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-customers.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-customers.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:44	48567/48567	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:42%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/ecom-sellers.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/ecom-sellers.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:45	43952/43952	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:23:54%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/typography.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/typography.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:45	37782/37782	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:40%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/bui_alert.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/bui_alert.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:46	40377/40377	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:40%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/bui_accordion.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/bui_accordion.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
22:53:46	40241/40241	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20May%202020%2009:24:40%20GMT	http://html.phoenixcoded.net/empire/bootstrap/default/bui_badges.html	F:/AAVYA/08.03.20/Dash12.6/html.phoenixcoded.net/empire/bootstrap/default/bui_badges.html	(from http://html.phoenixcoded.net/empire/bootstrap/default/index.html)
